,chain,addr,protocol_name,addrChecksum,type
40,eth,0xb721a3b209f8b598b926826f69280bee7a6bb796,Balancer,0xB721a3B209F8b598b926826f69280bee7A6bb796,Balancer_Weighted_Math
41,eth,0x25accb7943fd73dda5e23ba6329085a3c24bfb6a,Balancer,0x25Accb7943Fd73Dda5E23bA6329085a3C24bfb6a,Balancer_Weighted_Math
42,eth,0xbf96189eee9357a95c7719f4f5047f76bde804e5,Balancer,0xBF96189Eee9357a95C7719f4F5047F76bdE804E5,Balancer_Weighted_Math
43,eth,0x3e09e828c716c5e2bc5034eed7d5ec8677ffba18,Balancer,0x3E09E828c716c5e2BC5034EeD7d5eC8677ffba18,Balancer_Weighted_Math
44,eth,0x0fd5663d4893ae0d579d580584806aadd2dd0b8b,Balancer,0x0fd5663D4893AE0D579D580584806AAdd2dD0B8b,Balancer_Weighted_Math
45,eth,0xc4451498f950b8b3abd9a815cf221a8e64791388,Balancer,0xc4451498F950b8B3AbD9a815cF221a8e64791388,Balancer_Weighted_Math
46,eth,0x6fc874b151a43d6a54fabfb6ff50f85fec4a5086,Balancer,0x6Fc874b151A43d6A54fABFB6FF50F85fEC4a5086,err_cannot_get_abi
47,eth,0x6fc874b151a43d6a54fabfb6ff50f85fec4a5086,Balancer,0x6Fc874b151A43d6A54fABFB6FF50F85fEC4a5086,err_cannot_get_abi
48,eth,0x6fc874b151a43d6a54fabfb6ff50f85fec4a5086,Balancer,0x6Fc874b151A43d6A54fABFB6FF50F85fEC4a5086,err_cannot_get_abi
49,eth,0x93ab2afded588a9e7f3ef569834b13685d612f96,Balancer,0x93ab2aFDED588A9e7F3Ef569834b13685D612f96,Balancer_Weighted_Math
50,eth,0x5512a4bbe7b3051f92324bacf25c02b9000c4a50,Balancer,0x5512A4bbe7B3051f92324bAcF25C02b9000c4a50,Balancer_Weighted_Math
51,eth,0x0bf37157d30dfe6f56757dcadff01aed83b08cd6,Balancer,0x0BF37157d30dFe6f56757DCadff01AEd83b08cD6,Balancer_Weighted_Math
52,eth,0x05449b87d9e6212b1b65d17619d884a914a84098,Balancer,0x05449B87d9e6212B1b65D17619d884a914A84098,err_cannot_get_abi
53,eth,0x05449b87d9e6212b1b65d17619d884a914a84098,Balancer,0x05449B87d9e6212B1b65D17619d884a914A84098,err_cannot_get_abi
54,eth,0x5db3d8a689631d17f22dbd9ab16c51f561d20ffb,Balancer,0x5DB3d8A689631d17F22DBd9AB16C51f561d20fFB,err_cannot_get_abi
55,eth,0x17ddd9646a69c9445cd8a9f921d4cd93bf50d108,Balancer,0x17dDd9646a69C9445CD8A9f921d4cD93BF50D108,err_cannot_get_abi
56,eth,0x17ddd9646a69c9445cd8a9f921d4cd93bf50d108,Balancer,0x17dDd9646a69C9445CD8A9f921d4cD93BF50D108,err_cannot_get_abi
57,eth,0x17ddd9646a69c9445cd8a9f921d4cd93bf50d108,Balancer,0x17dDd9646a69C9445CD8A9f921d4cD93BF50D108,err_cannot_get_abi
58,eth,0xf506984c16737b1a9577cadeda02a49fd612aff8,Balancer,0xF506984C16737B1A9577cadeDa02a49fD612Aff8,Balancer_Weighted_Math
59,eth,0xf506984c16737b1a9577cadeda02a49fd612aff8,Balancer,0xF506984C16737B1A9577cadeDa02a49fD612Aff8,Balancer_Weighted_Math
60,eth,0xf506984c16737b1a9577cadeda02a49fd612aff8,Balancer,0xF506984C16737B1A9577cadeDa02a49fD612Aff8,Balancer_Weighted_Math
61,eth,0xb704aa724e69601ffdc9b748137491bffa1b858d,Balancer,0xB704aA724E69601Ffdc9B748137491BFfa1B858D,Balancer_Weighted_Math
62,eth,0x3f7c10701b14197e2695dec6428a2ca4cf7fc3b8,Balancer,0x3F7C10701b14197E2695dEC6428a2Ca4Cf7FC3B8,Balancer_Weighted_Math
63,eth,0x54a1b55ce2aa5adb0c55de5a142e20fc4242411d,Balancer,0x54a1B55cE2Aa5AdB0C55dE5A142e20Fc4242411D,err_cannot_get_abi
64,eth,0x672f3dfc5c005f62a116e44f1bf4498be1068e1e,Balancer,0x672f3dfC5C005F62A116E44F1bf4498be1068E1e,err_cannot_get_abi
65,eth,0x04eeeca0d37a238b46ded385f04f956f6d9656a2,Balancer,0x04EEECa0d37a238B46DeD385F04F956F6D9656A2,err_cannot_get_abi
66,eth,0x402f60ccf1e53cad42ded9cf139941174f54e3b2,Balancer,0x402F60cCF1e53CaD42DEd9cf139941174f54E3B2,err_cannot_get_abi
67,eth,0xe99481dc77691d8e2456e5f3f61c1810adfc1503,Balancer,0xE99481DC77691d8E2456E5f3F61C1810adFC1503,Balancer_Weighted_Math
68,eth,0x186084ff790c65088ba694df11758fae4943ee9e,Balancer,0x186084fF790C65088BA694Df11758faE4943EE9E,Balancer_Weighted_Math
69,eth,0x0578292cb20a443ba1cde459c985ce14ca2bdee5,Balancer,0x0578292CB20a443bA1CdE459c985CE14Ca2bDEe5,Balancer_Weighted_Math
70,eth,0x9137f3a026fa419a7a9a0ba8df6601d4b0abfd26,Balancer,0x9137F3A026Fa419a7a9a0bA8DF6601D4B0aBfd26,Balancer_Weighted_Math
71,eth,0xb53f8f2907d8e5fed503f8ebce4433fb5c5beae2,Balancer,0xB53f8F2907d8E5fED503f8ebCe4433FB5c5BEae2,Balancer_Weighted_Math
72,eth,0xe340ebfcaa544da8bb1ee9005f1a346d50ec422e,Balancer,0xe340EBfcAA544da8bB1Ee9005F1a346D50Ec422e,Balancer_Weighted_Math
